concepto,saldo_inicial,saldo_final,fecha_inicial,fecha_final,notas
Recursos líquidos,5209.0,87300.0,1999-12-31,2013-09-30,"El saldo al 30 de septiembre de 2013, no incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto."
Programa de deudores,16501.0,0.0,1999-12-31,2013-09-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2013-09-30,sin dato
Pasivos Netos,687844.0,824586.0,1999-12-31,2013-09-30,"Pasivos totales menos recursos líquidos, programa de apoyo a deudores y programa de daciones en pago."
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2013-12-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2013-12-31,sin dato
Emisiones realizadas,0.0,907155.0,1999-12-31,2013-12-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2013-12-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2013-12-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2013-12-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,87.0,1999-12-31,2013-12-31,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2013-12-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,16490.0,1999-12-31,2013-12-31,sin dato
Reserva y Otros pasivos,0.0,451.0,1999-12-31,2013-12-31,sin dato
Pasivos Totales,723563.0,924841.0,1999-12-31,2013-12-31,sin dato
Recursos líquidos,5209.0,94436.0,1999-12-31,2013-12-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2013-12-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2013-12-31,sin dato
Pasivos Netos,687844.0,830406.0,1999-12-31,2013-12-31,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2014-03-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2014-03-31,sin dato
Emisiones realizadas,0.0,911706.0,1999-12-31,2014-03-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2014-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2014-03-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2014-03-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,73.0,1999-12-31,2014-03-31,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2014-03-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,17405.0,1999-12-31,2014-03-31,sin dato
Reserva y Otros pasivos,0.0,433.0,1999-12-31,2014-03-31,sin dato
Pasivos Totales,723563.0,930107.0,1999-12-31,2014-03-31,sin dato
Recursos líquidos,5209.0,98262.0,1999-12-31,2014-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2014-03-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2014-03-31,sin dato
Pasivos Netos,687844.0,831846.0,1999-12-31,2014-03-31,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2014-06-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2014-06-30,sin dato
Emisiones realizadas,0.0,891486.0,1999-12-31,2014-06-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2014-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2014-06-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2014-06-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,76.0,1999-12-31,2014-06-30,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2014-06-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,18305.0,1999-12-31,2014-06-30,sin dato
Reserva y Otros pasivos,0.0,435.0,1999-12-31,2014-06-30,sin dato
Pasivos Totales,723563.0,910793.0,1999-12-31,2014-06-30,sin dato
Recursos líquidos,5209.0,76212.0,1999-12-31,2014-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2014-06-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2014-06-30,sin dato
Pasivos Netos,687844.0,834581.0,1999-12-31,2014-06-30,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2014-09-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2014-09-30,sin dato
Emisiones realizadas,0.0,911382.0,1999-12-31,2014-09-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2014-09-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2014-09-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2014-09-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,42.0,1999-12-31,2014-09-30,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2014-09-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,19119.0,1999-12-31,2014-09-30,sin dato
Reserva y Otros pasivos,0.0,433.0,1999-12-31,2014-09-30,sin dato
Pasivos Totales,723563.0,931313.0,1999-12-31,2014-09-30,sin dato
Recursos líquidos,5209.0,92552.0,1999-12-31,2014-09-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2014-09-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2014-09-30,sin dato
Pasivos Netos,687844.0,838761.0,1999-12-31,2014-09-30,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2014-12-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2014-12-31,sin dato
Emisiones realizadas,0.0,894404.0,1999-12-31,2014-12-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2014-12-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2014-12-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2014-12-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,14.0,1999-12-31,2014-12-31,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2014-12-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,20159.0,1999-12-31,2014-12-31,sin dato
Reserva y Otros pasivos,0.0,445.0,1999-12-31,2014-12-31,sin dato
Pasivos Totales,723563.0,915392.0,1999-12-31,2014-12-31,sin dato
Recursos líquidos,5209.0,71879.0,1999-12-31,2014-12-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2014-12-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2014-12-31,sin dato
Pasivos Netos,687844.0,843513.0,1999-12-31,2014-12-31,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2015-03-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2015-03-31,sin dato
Emisiones realizadas,0.0,918086.0,1999-12-31,2015-03-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2015-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2015-03-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2015-03-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,2.0,1999-12-31,2015-03-31,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2015-03-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,21208.0,1999-12-31,2015-03-31,sin dato
Reserva y Otros pasivos,0.0,428.0,1999-12-31,2015-03-31,sin dato
Pasivos Totales,723563.0,939913.0,1999-12-31,2015-03-31,sin dato
Recursos líquidos,5209.0,96003.0,1999-12-31,2015-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2015-03-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2015-03-31,sin dato
Pasivos Netos,687844.0,843910.0,1999-12-31,2015-03-31,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2015-06-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2015-06-30,sin dato
Emisiones realizadas,0.0,937331.0,1999-12-31,2015-06-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2015-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2015-06-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2015-06-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2015-06-30,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2015-06-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,22245.0,1999-12-31,2015-06-30,sin dato
Reserva y Otros pasivos,0.0,432.0,1999-12-31,2015-06-30,sin dato
Pasivos Totales,723563.0,960204.0,1999-12-31,2015-06-30,sin dato
Recursos líquidos,5209.0,115480.0,1999-12-31,2015-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2015-06-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2015-06-30,sin dato
Pasivos Netos,687844.0,844724.0,1999-12-31,2015-06-30,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2015-09-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2015-09-30,sin dato
Emisiones realizadas,0.0,929316.0,1999-12-31,2015-09-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2015-09-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2015-09-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2015-09-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2015-09-30,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2015-09-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,23333.0,1999-12-31,2015-09-30,sin dato
Reserva y Otros pasivos,0.0,431.0,1999-12-31,2015-09-30,sin dato
Pasivos Totales,723563.0,953081.0,1999-12-31,2015-09-30,sin dato
Recursos líquidos,5209.0,104259.0,1999-12-31,2015-09-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2015-09-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2015-09-30,sin dato
Pasivos Netos,687844.0,848822.0,1999-12-31,2015-09-30,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2015-12-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2015-12-31,sin dato
Emisiones realizadas,0.0,923386.0,1999-12-31,2015-12-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2015-12-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2015-12-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2015-12-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2015-12-31,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2015-12-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,24612.0,1999-12-31,2015-12-31,sin dato
Reserva y Otros pasivos,0.0,450.0,1999-12-31,2015-12-31,sin dato
Pasivos Totales,723563.0,948448.0,1999-12-31,2015-12-31,sin dato
Recursos líquidos,5209.0,95539.0,1999-12-31,2015-12-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2015-12-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2015-12-31,sin dato
Pasivos Netos,687844.0,852909.0,1999-12-31,2015-12-31,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2016-03-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2016-03-31,sin dato
Emisiones realizadas,0.0,917402.0,1999-12-31,2016-03-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2016-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2016-03-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2016-03-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2016-03-31,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2016-03-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,25844.0,1999-12-31,2016-03-31,sin dato
Reserva y Otros pasivos,0.0,431.0,1999-12-31,2016-03-31,sin dato
Pasivos Totales,723563.0,943677.0,1999-12-31,2016-03-31,sin dato
Recursos líquidos,5209.0,92580.0,1999-12-31,2016-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2016-03-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2016-03-31,sin dato
Pasivos Netos,687844.0,851097.0,1999-12-31,2016-03-31,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2016-06-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2016-06-30,sin dato
Emisiones realizadas,0.0,919493.0,1999-12-31,2016-06-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2016-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2016-06-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2016-06-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2016-06-30,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2016-06-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,27152.0,1999-12-31,2016-06-30,sin dato
Reserva y Otros pasivos,0.0,435.0,1999-12-31,2016-06-30,sin dato
Pasivos Totales,723563.0,947080.0,1999-12-31,2016-06-30,sin dato
Recursos líquidos,5209.0,97631.0,1999-12-31,2016-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2016-06-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2016-06-30,sin dato
Pasivos Netos,687844.0,849449.0,1999-12-31,2016-06-30,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2016-09-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2016-09-30,sin dato
Emisiones realizadas,0.0,932003.0,1999-12-31,2016-09-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2016-09-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2016-09-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2016-09-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2016-09-30,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2016-09-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,28525.0,1999-12-31,2016-09-30,sin dato
Reserva y Otros pasivos,0.0,431.0,1999-12-31,2016-09-30,sin dato
Pasivos Totales,723563.0,960959.0,1999-12-31,2016-09-30,sin dato
Recursos líquidos,5209.0,105841.0,1999-12-31,2016-09-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2016-09-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2016-09-30,sin dato
Pasivos Netos,687844.0,855118.0,1999-12-31,2016-09-30,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2016-12-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2016-12-31,sin dato
Emisiones realizadas,0.0,937661.0,1999-12-31,2016-12-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2016-12-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2016-12-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2016-12-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2016-12-31,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2016-12-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,30100.0,1999-12-31,2016-12-31,sin dato
Reserva y Otros pasivos,0.0,459.0,1999-12-31,2016-12-31,sin dato
Pasivos Totales,723563.0,968220.0,1999-12-31,2016-12-31,sin dato
Recursos líquidos,5209.0,106137.0,1999-12-31,2016-12-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2016-12-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2016-12-31,sin dato
Pasivos Netos,687844.0,862084.0,1999-12-31,2016-12-31,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2017-03-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2017-03-31,sin dato
Emisiones realizadas,0.0,963629.0,1999-12-31,2017-03-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2017-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2017-03-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2017-03-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2017-03-31,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2017-03-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,31847.0,1999-12-31,2017-03-31,sin dato
Reserva y Otros pasivos,0.0,432.0,1999-12-31,2017-03-31,sin dato
Pasivos Totales,723563.0,995907.0,1999-12-31,2017-03-31,sin dato
Recursos líquidos,5209.0,131980.0,1999-12-31,2017-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2017-03-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2017-03-31,sin dato
Pasivos Netos,687844.0,863927.0,1999-12-31,2017-03-31,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2017-06-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2017-06-30,sin dato
Emisiones realizadas,0.0,957586.0,1999-12-31,2017-06-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2017-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2017-06-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2017-06-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2017-06-30,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2017-06-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,33548.0,1999-12-31,2017-06-30,sin dato
Reserva y Otros pasivos,0.0,435.0,1999-12-31,2017-06-30,sin dato
Pasivos Totales,723563.0,991569.0,1999-12-31,2017-06-30,sin dato
Recursos líquidos,5209.0,125045.0,1999-12-31,2017-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2017-06-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2017-06-30,sin dato
Pasivos Netos,687844.0,866523.0,1999-12-31,2017-06-30,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2017-09-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2017-09-30,sin dato
Emisiones realizadas,0.0,971985.0,1999-12-31,2017-09-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2017-09-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2017-09-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2017-09-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2017-09-30,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2017-09-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,35348.0,1999-12-31,2017-09-30,sin dato
Reserva y Otros pasivos,0.0,431.0,1999-12-31,2017-09-30,sin dato
Pasivos Totales,723563.0,1007764.0,1999-12-31,2017-09-30,sin dato
Recursos líquidos,5209.0,129430.0,1999-12-31,2017-09-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2017-09-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2017-09-30,sin dato
Pasivos Netos,687844.0,878335.0,1999-12-31,2017-09-30,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2017-12-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2017-12-31,sin dato
Emisiones realizadas,0.0,975995.0,1999-12-31,2017-12-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2017-12-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2017-12-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2017-12-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2017-12-31,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2017-12-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,37348.0,1999-12-31,2017-12-31,sin dato
Reserva y Otros pasivos,0.0,443.0,1999-12-31,2017-12-31,sin dato
Pasivos Totales,723563.0,1013786.0,1999-12-31,2017-12-31,sin dato
Recursos líquidos,5209.0,123291.0,1999-12-31,2017-12-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2017-12-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2017-12-31,sin dato
Pasivos Netos,687844.0,890495.0,1999-12-31,2017-12-31,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2018-03-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2018-03-31,sin dato
Emisiones realizadas,0.0,979828.0,1999-12-31,2018-03-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2018-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2018-03-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2018-03-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,149.0,1999-12-31,2018-03-31,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2018-03-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,39302.0,1999-12-31,2018-03-31,sin dato
Reserva y Otros pasivos,0.0,416.0,1999-12-31,2018-03-31,sin dato
Pasivos Totales,723563.0,1019695.0,1999-12-31,2018-03-31,sin dato
Recursos líquidos,5209.0,136188.0,1999-12-31,2018-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2018-03-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2018-03-31,sin dato
Pasivos Netos,687844.0,883507.0,1999-12-31,2018-03-31,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2018-06-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2018-06-30,sin dato
Emisiones realizadas,0.0,989740.0,1999-12-31,2018-06-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2018-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2018-06-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2018-06-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2018-06-30,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2018-06-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,41357.0,1999-12-31,2018-06-30,sin dato
Reserva y Otros pasivos,0.0,422.0,1999-12-31,2018-06-30,sin dato
Pasivos Totales,723563.0,1031519.0,1999-12-31,2018-06-30,sin dato
Recursos líquidos,5209.0,154427.0,1999-12-31,2018-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2018-06-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2018-06-30,sin dato
Pasivos Netos,687844.0,877091.0,1999-12-31,2018-06-30,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2018-09-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2018-09-30,sin dato
Emisiones realizadas,0.0,987542.0,1999-12-31,2018-09-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2018-09-30,"Al 30 de septiembre de 2018, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programa de deudores,16501.0,0.0,1999-12-31,2018-09-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2018-09-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2018-09-30,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,0.0,1999-12-31,2018-09-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,43540.0,1999-12-31,2018-09-30,sin dato
Reserva y Otros pasivos,0.0,457.0,1999-12-31,2018-09-30,sin dato
Pasivos Totales,723563.0,1031539.0,1999-12-31,2018-09-30,sin dato
Recursos líquidos,5209.0,143864.0,1999-12-31,2018-09-30,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, ni recuperación de cartera y activos."
Programa de deudores,16501.0,0.0,1999-12-31,2018-09-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2018-09-30,sin dato
Pasivos Netos,687844.0,887675.0,1999-12-31,2018-09-30,Pasivos totales menos recursos líquidos.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2018-12-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2018-12-31,sin dato
Emisiones realizadas,0.0,985911.0,1999-12-31,2018-12-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2018-12-31,"Al 31 de diciembre de 2018, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programa de deudores,16501.0,0.0,1999-12-31,2018-12-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2018-12-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2018-12-31,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,0.0,1999-12-31,2018-12-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,45838.0,1999-12-31,2018-12-31,sin dato
Reserva y Otros pasivos,0.0,486.0,1999-12-31,2018-12-31,sin dato
Pasivos Totales,723563.0,1032236.0,1999-12-31,2018-12-31,sin dato
Recursos líquidos,5209.0,130502.0,1999-12-31,2018-12-31,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, ni recuperación de cartera y activos."
Programa de deudores,16501.0,0.0,1999-12-31,2018-12-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2018-12-31,sin dato
Pasivos Netos,687844.0,901734.0,1999-12-31,2018-12-31,Pasivos totales menos recursos líquidos.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2019-03-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2019-03-31,sin dato
Emisiones realizadas,0.0,1003981.0,1999-12-31,2019-03-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2019-03-31,"Al 31 de marzo de 2019, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programa de deudores,16501.0,0.0,1999-12-31,2019-03-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2019-03-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2019-03-31,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,0.0,1999-12-31,2019-03-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,48206.0,1999-12-31,2019-03-31,sin dato
Reserva y Otros pasivos,0.0,455.0,1999-12-31,2019-03-31,sin dato
Pasivos Totales,723563.0,1052642.0,1999-12-31,2019-03-31,sin dato
Recursos líquidos,5209.0,159761.0,1999-12-31,2019-03-31,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, ni recuperación de cartera y activos."
Programa de deudores,16501.0,0.0,1999-12-31,2019-03-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2019-03-31,sin dato
Pasivos Netos,687844.0,892882.0,1999-12-31,2019-03-31,Pasivos totales menos recursos líquidos.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2019-06-30,sin dato
